Row,Column,Assay,Sample,Conc,Ct,Tm,Efficiency,Flags
25,16,AY495,16A-rep2,-1,25.86,89.71,1.81,
34,34,AY495,16A-rep3,-1,26.92,91.03,1.8,
40,52,AY495,17A-rep1,-1,24.22,89.26,1.88,
49,70,AY495,17A-rep2,-1,24.5,89.48,1.96,
58,16,AY495,17A-rep3,-1,24.26,91.12,1.99,
67,34,AY495,18A-rep1,-1,24.58,90.19,1.88,
41,52,AY495,18A-rep2,-1,25.07,89.64,1.89,
50,70,AY495,18A-rep3,-1,24.36,89.46,1.91,MultipleMeltPeaks
59,16,AY495,19A-rep1,-1,23.4,89.41,1.89,MultipleMeltPeaks
68,34,AY495,19A-rep2,-1,23.23,91.24,1.92,
42,52,AY495,19A-rep3,-1,24.09,90.69,1.88,
51,70,AY495,20A-rep1,-1,23.67,91.35,1.94,MultipleMeltPeaks
60,16,AY495,20A-rep2,-1,23.02,91.53,1.88,
69,34,AY495,20A-rep3,-1,23.99,91.67,1.89,
43,52,AY495,21A-rep1,-1,24.68,90.79,1.84,
52,70,AY495,21A-rep2,-1,24.21,90.97,1.92,
61,16,AY495,21A-rep3,-1,23.88,89.62,1.83,
70,34,AY495,22A-rep1,-1,23.2,90.75,1.79,LowEfficiency
8,52,AY495,22A-rep2,-1,24.97,90.75,1.83,
17,70,AY495,22A-rep3,-1,24.45,91.02,1.89,
26,16,AY495,23A-rep1,-1,24.75,89.39,1.87,MultipleMeltPeaks
35,34,AY495,23A-rep2,-1,25.18,88.89,1.86,MultipleMeltPeaks
44,52,AY495,23A-rep3,-1,24.51,90.17,1.86,
53,70,AY495,24A-rep1,-1,24.41,90.65,1.84,
62,16,AY495,24A-rep2,-1,25.22,90.76,1.8,
71,34,AY495,24A-rep3,-1,24.32,90.9,1.87,
0,67,AY528,1A-rep1,-1,19.88,91.29,1.94,
9,13,AY528,1A-rep2,-1,20.7,91.09,1.77,LowEfficiency
18,31,AY528,1A-rep3,-1,19.64,91.09,1.75,LowEfficiency
27,49,AY528,2A-rep1,-1,19.99,90.98,1.95,
1,67,AY528,2A-rep2,-1,19.18,91.12,1.83,
10,13,AY528,2A-rep3,-1,18.6,91.13,1.85,
19,31,AY528,3A-rep1,-1,19.17,91.09,1.82,
28,49,AY528,3A-rep2,-1,20.04,91.01,1.91,
2,67,AY528,3A-rep3,-1,19.13,91.4,1.8,LowEfficiency
11,13,AY528,4A-rep1,-1,18.33,91.08,1.71,LowEfficiency
20,31,AY528,4A-rep2,-1,19.41,91.33,1.85,
29,49,AY528,4A-rep3,-1,19.68,90.79,1.72,LowEfficiency
3,67,AY528,5A-rep1,-1,19.23,91.1,1.85,
12,13,AY528,5A-rep2,-1,18.71,90.94,1.72,LowEfficiency
21,31,AY528,5A-rep3,-1,19.95,91.12,1.92,
30,49,AY528,6A-rep1,-1,18.87,91.04,1.82,
36,67,AY528,6A-rep2,-1,18.7,91.16,1.83,
45,13,AY528,6A-rep3,-1,19.39,91.16,1.9,
54,31,AY528,7A-rep1,-1,19.69,91.4,1.82,
63,49,AY528,7A-rep2,-1,19.36,91.12,1.82,
37,67,AY528,7A-rep3,-1,19.2,91.26,1.8,
46,13,AY528,8A-rep1,-1,18.63,91.36,1.81,
55,31,AY528,8A-rep2,-1,18.93,91.24,1.79,LowEfficiency
64,49,AY528,8A-rep3,-1,18.88,91.41,1.8,LowEfficiency
38,67,AY528,9A-rep1,-1,18.67,91.23,1.82,
47,13,AY528,9A-rep2,-1,19.11,91.25,1.82,
56,31,AY528,9A-rep3,-1,19,91.44,1.81,
65,49,AY528,10A-rep1,-1,18.65,91.24,1.8,
39,67,AY528,10A-rep2,-1,18.74,91.1,1.82,
48,13,AY528,10A-rep3,-1,19.16,91.56,1.84,
57,31,AY528,11A-rep1,-1,19.7,91.54,1.83,
66,49,AY528,11A-rep2,-1,19.69,91.43,1.81,
4,67,AY528,11A-rep3,-1,19.54,91.45,1.87,
13,13,AY528,12A-rep1,-1,18.81,91.49,1.82,
22,31,AY528,12A-rep2,-1,19.69,91.43,1.81,
31,49,AY528,12A-rep3,-1,19.82,91.18,1.81,
5,67,AY528,13A-rep1,-1,19.11,92.05,1.85,
14,13,AY528,13A-rep2,-1,18.84,91.59,1.85,
23,31,AY528,13A-rep3,-1,19.84,91.82,1.84,
32,49,AY528,14A-rep1,-1,19.73,91.45,1.93,MultipleMeltPeaks
6,67,AY528,14A-rep2,-1,19.49,91.66,1.82,
15,13,AY528,14A-rep3,-1,19.29,91.07,1.78,LowEfficiency
24,31,AY528,15A-rep1,-1,19.31,91.79,1.85,
33,49,AY528,15A-rep2,-1,19.43,91.74,1.84,
7,67,AY528,15A-rep3,-1,18.91,91.83,1.83,
16,13,AY528,16A-rep1,-1,19.58,91.57,1.83,
25,31,AY528,16A-rep2,-1,20.05,91.78,1.85,
34,49,AY528,16A-rep3,-1,20.76,91.46,1.7,LowEfficiency
40,67,AY528,17A-rep1,-1,18.57,91.83,1.83,
49,13,AY528,17A-rep2,-1,18.88,91.91,1.81,
58,31,AY528,17A-rep3,-1,18.8,91.9,1.83,
67,49,AY528,18A-rep1,-1,19.07,91.82,1.81,
41,67,AY528,18A-rep2,-1,19.31,91.66,1.83,
50,13,AY528,18A-rep3,-1,19.77,91.76,1.82,
59,31,AY528,19A-rep1,-1,18.9,91.61,1.82,
68,49,AY528,19A-rep2,-1,18.27,91.6,1.84,
42,67,AY528,19A-rep3,-1,19.29,91.87,1.85,
51,13,AY528,20A-rep1,-1,19.7,91.17,1.82,
60,31,AY528,20A-rep2,-1,19.06,91.09,1.84,
69,49,AY528,20A-rep3,-1,19.07,91.48,1.86,
43,67,AY528,21A-rep1,-1,18.84,91.26,1.82,
52,13,AY528,21A-rep2,-1,19.18,91.11,1.81,
61,31,AY528,21A-rep3,-1,18.66,91.26,1.81,
70,49,AY528,22A-rep1,-1,18.39,91.15,1.89,
8,67,AY528,22A-rep2,-1,18.85,91.21,1.8,
17,13,AY528,22A-rep3,-1,17.96,91.26,1.81,
26,31,AY528,23A-rep1,-1,20.18,91.22,1.84,
35,49,AY528,23A-rep2,-1,19.89,91.1,1.78,LowEfficiency
44,67,AY528,23A-rep3,-1,19.27,91.13,1.84,
53,13,AY528,24A-rep1,-1,19.23,91.03,1.82,
62,31,AY528,24A-rep2,-1,19.36,91.03,1.82,
71,49,AY528,24A-rep3,-1,18.67,91.19,1.85,
0,31,AY533,1A-rep1,-1,21.46,80.27,1.93,
9,49,AY533,1A-rep2,-1,21.68,80.14,1.94,
18,67,AY533,1A-rep3,-1,21.78,80.19,1.94,
27,13,AY533,2A-rep1,-1,21.6,80.32,1.93,
1,31,AY533,2A-rep2,-1,21.17,80.33,1.94,
10,49,AY533,2A-rep3,-1,21.28,80.09,1.94,
19,67,AY533,3A-rep1,-1,22.36,80.12,1.94,
28,13,AY533,3A-rep2,-1,22.42,80.3,1.94,
2,31,AY533,3A-rep3,-1,22.16,80.25,1.94,
11,49,AY533,4A-rep1,-1,21.56,80.1,1.93,
20,67,AY533,4A-rep2,-1,21.47,80.18,1.92,
29,13,AY533,4A-rep3,-1,21.83,80.26,1.93,
3,31,AY533,5A-rep1,-1,21.66,80.26,1.93,
12,49,AY533,5A-rep2,-1,22.01,80.11,1.93,
21,67,AY533,5A-rep3,-1,21.95,80.08,1.94,
30,13,AY533,6A-rep1,-1,21.26,80.24,1.92,
36,31,AY533,6A-rep2,-1,21.51,80,1.95,
45,49,AY533,6A-rep3,-1,21.56,80.05,1.97,
54,67,AY533,7A-rep1,-1,21.93,80.14,1.95,
63,13,AY533,7A-rep2,-1,21.79,80.15,1.93,
37,31,AY533,7A-rep3,-1,22.23,80.05,1.94,
46,49,AY533,8A-rep1,-1,21.34,80.06,1.95,
55,67,AY533,8A-rep2,-1,21.33,80.16,1.92,
64,13,AY533,8A-rep3,-1,21.23,80.28,1.9,
38,31,AY533,9A-rep1,-1,21.4,80.03,1.93,
47,49,AY533,9A-rep2,-1,21.41,80.06,1.93,
56,67,AY533,9A-rep3,-1,21.23,80.18,1.93,
65,13,AY533,10A-rep1,-1,21.37,80.31,1.91,
39,31,AY533,10A-rep2,-1,21.43,80.11,1.94,
48,49,AY533,10A-rep3,-1,21.08,80.08,1.95,
57,67,AY533,11A-rep1,-1,21.73,80.18,1.94,
66,13,AY533,11A-rep2,-1,21,79.45,2.2,
4,31,AY533,11A-rep3,-1,21.78,80.06,1.92,
13,49,AY533,12A-rep1,-1,21.41,80.19,1.94,
22,67,AY533,12A-rep2,-1,21.2,80.24,1.94,
31,13,AY533,12A-rep3,-1,21.11,80.26,1.92,
5,31,AY533,13A-rep1,-1,21.4,80.32,1.92,
14,49,AY533,13A-rep2,-1,21.38,80.02,1.91,
23,67,AY533,13A-rep3,-1,21.17,80.22,1.92,
32,13,AY533,14A-rep1,-1,21.08,80.13,1.92,
6,31,AY533,14A-rep2,-1,21.21,80.25,1.92,
15,49,AY533,14A-rep3,-1,21.13,80.16,1.92,
24,67,AY533,15A-rep1,-1,20.38,80.18,1.92,
33,13,AY533,15A-rep2,-1,20.57,80.24,1.97,
7,31,AY533,15A-rep3,-1,20.54,80.26,1.93,
16,49,AY533,16A-rep1,-1,21.26,80.16,1.93,
25,67,AY533,16A-rep2,-1,21.6,80.05,1.92,
34,13,AY533,16A-rep3,-1,21.15,80.29,1.92,
40,31,AY533,17A-rep1,-1,20.24,80.08,1.95,
49,49,AY533,17A-rep2,-1,20.13,80.12,1.91,
58,67,AY533,17A-rep3,-1,20.18,80.19,1.91,
67,13,AY533,18A-rep1,-1,20.83,80.28,1.94,
41,31,AY533,18A-rep2,-1,20.98,80.13,1.93,
50,49,AY533,18A-rep3,-1,20.58,80.15,1.94,
59,67,AY533,19A-rep1,-1,20.66,80.29,1.93,
68,13,AY533,19A-rep2,-1,20.65,80.27,1.98,
42,31,AY533,19A-rep3,-1,20.96,80.11,1.95,
51,49,AY533,20A-rep1,-1,21.41,80.13,1.92,
60,67,AY533,20A-rep2,-1,21.5,80.29,1.94,
69,13,AY533,20A-rep3,-1,21.76,80.34,1.94,
43,31,AY533,21A-rep1,-1,21.39,80.05,1.94,
52,49,AY533,21A-rep2,-1,21.2,80.11,1.92,
61,67,AY533,21A-rep3,-1,21.33,80.19,1.91,
70,13,AY533,22A-rep1,-1,20.71,80.4,1.89,
8,31,AY533,22A-rep2,-1,21.33,80.13,1.9,
17,49,AY533,22A-rep3,-1,21.13,80.1,1.92,
26,67,AY533,23A-rep1,-1,21.59,80.18,1.91,
35,13,AY533,23A-rep2,-1,21.83,80,1.9,MultipleMeltPeaks
44,31,AY533,23A-rep3,-1,21.61,80.12,1.93,
53,49,AY533,24A-rep1,-1,21.45,80.06,1.92,
62,67,AY533,24A-rep2,-1,21.46,80.19,1.91,
71,13,AY533,24A-rep3,-1,21.6,80.29,2.09,
0,68,AY536,1A-rep1,-1,22.34,78.14,1.83,
9,14,AY536,1A-rep2,-1,22.22,78.15,1.93,
18,32,AY536,1A-rep3,-1,22.36,77.97,1.92,
27,50,AY536,2A-rep1,-1,21.74,77.94,1.93,
1,68,AY536,2A-rep2,-1,21.58,78.17,1.96,
10,14,AY536,2A-rep3,-1,21.4,78.16,1.95,
19,32,AY536,3A-rep1,-1,22.59,78.11,1.93,
28,50,AY536,3A-rep2,-1,22.55,77.96,1.94,
2,68,AY536,3A-rep3,-1,22.32,78.16,1.93,
11,14,AY536,4A-rep1,-1,22.31,78.15,1.93,
20,32,AY536,4A-rep2,-1,21.68,77.97,1.92,
29,50,AY536,4A-rep3,-1,22.07,78.05,1.92,
3,68,AY536,5A-rep1,-1,21.95,78.16,1.93,
12,14,AY536,5A-rep2,-1,21.98,78.15,1.92,
21,32,AY536,5A-rep3,-1,22.57,77.96,1.92,
30,50,AY536,6A-rep1,-1,21.58,77.92,1.91,
36,68,AY536,6A-rep2,-1,21.69,77.99,1.94,
45,14,AY536,6A-rep3,-1,21.67,78.07,1.91,
54,32,AY536,7A-rep1,-1,22.8,78.04,1.93,
63,50,AY536,7A-rep2,-1,22.25,78.02,1.83,
37,68,AY536,7A-rep3,-1,22.58,78.03,1.94,
46,14,AY536,8A-rep1,-1,21.52,78.23,1.92,
55,32,AY536,8A-rep2,-1,22.25,78.16,1.95,
64,50,AY536,8A-rep3,-1,21.8,78.26,1.94,
38,68,AY536,9A-rep1,-1,22.08,78.01,1.93,
47,14,AY536,9A-rep2,-1,22.12,78.04,1.9,
56,32,AY536,9A-rep3,-1,22.39,78.04,1.91,
65,50,AY536,10A-rep1,-1,21.84,78.43,1.91,
39,68,AY536,10A-rep2,-1,21.66,78.42,1.95,
48,14,AY536,10A-rep3,-1,21.44,78.1,1.94,
57,32,AY536,11A-rep1,-1,22.4,78.05,1.93,
66,50,AY536,11A-rep2,-1,22.04,78.1,1.93,
4,68,AY536,11A-rep3,-1,22.03,78.13,1.97,
13,14,AY536,12A-rep1,-1,21.68,78.01,1.94,
22,32,AY536,12A-rep2,-1,21.42,77.96,1.94,
31,50,AY536,12A-rep3,-1,21.32,77.95,1.95,
5,68,AY536,13A-rep1,-1,21.45,78.28,1.96,
14,14,AY536,13A-rep2,-1,21.58,78.16,1.92,
23,32,AY536,13A-rep3,-1,21.33,78.05,1.91,
32,50,AY536,14A-rep1,-1,21.38,77.98,1.95,
6,68,AY536,14A-rep2,-1,21.51,78.23,1.95,
15,14,AY536,14A-rep3,-1,21.26,78.2,1.93,
24,32,AY536,15A-rep1,-1,20.61,78.11,1.93,
33,50,AY536,15A-rep2,-1,20.73,78.09,1.93,
7,68,AY536,15A-rep3,-1,21.2,78.22,1.94,
16,14,AY536,16A-rep1,-1,21.18,78.18,1.94,
25,32,AY536,16A-rep2,-1,21.17,78,1.95,
34,50,AY536,16A-rep3,-1,21.43,77.96,1.94,
40,68,AY536,17A-rep1,-1,20.18,78.34,1.94,
49,14,AY536,17A-rep2,-1,20.22,78.13,1.95,
58,32,AY536,17A-rep3,-1,20.22,78.08,1.94,
67,50,AY536,18A-rep1,-1,20.71,78.08,1.94,
41,68,AY536,18A-rep2,-1,20.87,78.14,1.94,
50,14,AY536,18A-rep3,-1,20.92,78.1,1.95,
59,32,AY536,19A-rep1,-1,20.76,78.06,1.91,
68,50,AY536,19A-rep2,-1,20.49,78.05,1.95,
42,68,AY536,19A-rep3,-1,20.56,78.04,1.96,
51,14,AY536,20A-rep1,-1,21.7,78.08,1.95,
60,32,AY536,20A-rep2,-1,21.45,78.01,1.93,
69,50,AY536,20A-rep3,-1,21.4,78.06,1.95,
43,68,AY536,21A-rep1,-1,21.32,78.02,1.93,
52,14,AY536,21A-rep2,-1,21.35,78.06,1.95,
61,32,AY536,21A-rep3,-1,21.34,78.06,1.95,
70,50,AY536,22A-rep1,-1,21.04,78,2.02,
8,68,AY536,22A-rep2,-1,21.44,78.07,1.92,
17,14,AY536,22A-rep3,-1,21.36,78.09,1.92,
26,32,AY536,23A-rep1,-1,21.29,77.95,1.93,
35,50,AY536,23A-rep2,-1,21.61,77.95,1.95,
44,68,AY536,23A-rep3,-1,21.77,78.02,1.94,
53,14,AY536,24A-rep1,-1,21.21,78.09,1.95,
62,32,AY536,24A-rep2,-1,22.25,78.04,1.81,
71,50,AY536,24A-rep3,-1,21.94,78.09,1.88,
0,32,AY537,1A-rep1,-1,26.16,77.81,2.01,
9,50,AY537,1A-rep2,-1,25.42,77.55,1.92,
18,68,AY537,1A-rep3,-1,29.72,85.72,1.9,CtIsLarge
27,14,AY537,2A-rep1,-1,30.49,77.9,1.92,CtIsLarge
1,32,AY537,2A-rep2,-1,28.15,88.1,1.92,MultipleMeltPeaks
10,50,AY537,2A-rep3,-1,25.14,77.7,1.92,
19,68,AY537,3A-rep1,-1,25.55,77.64,1.95,
28,14,AY537,3A-rep2,-1,24.4,77.59,1.94,
2,32,AY537,3A-rep3,-1,25.93,77.59,1.92,
11,50,AY537,4A-rep1,-1,25.66,77.5,1.94,
20,68,AY537,4A-rep2,-1,25.55,77.56,1.95,
29,14,AY537,4A-rep3,-1,25.1,77.52,1.91,
3,32,AY537,5A-rep1,-1,25.01,77.61,1.92,
12,50,AY537,5A-rep2,-1,25.95,77.53,1.91,
21,68,AY537,5A-rep3,-1,25.32,77.53,1.94,
30,14,AY537,6A-rep1,-1,25.26,77.51,1.94,
36,32,AY537,6A-rep2,-1,28.74,73.81,1.86,
45,50,AY537,6A-rep3,-1,28.34,87.88,1.87,
54,68,AY537,7A-rep1,-1,25.34,77.03,1.88,MultipleMeltPeaks
63,14,AY537,7A-rep2,-1,25.55,76.91,1.96,MultipleMeltPeaks
37,32,AY537,7A-rep3,-1,26.28,77.44,1.92,
46,50,AY537,8A-rep1,-1,26.05,77.3,2,
55,68,AY537,8A-rep2,-1,26.19,77.49,1.98,
64,14,AY537,8A-rep3,-1,25.7,77.67,1.9,
38,32,AY537,9A-rep1,-1,30.2,73.84,1.8,CtIsLarge
47,50,AY537,9A-rep2,-1,24.74,77.43,1.9,
56,68,AY537,9A-rep3,-1,26.6,77.51,1.9,
65,14,AY537,10A-rep1,-1,27.51,77.21,1.95,
39,32,AY537,10A-rep2,-1,29.21,74.35,1.9,
48,50,AY537,10A-rep3,-1,26.18,77.41,1.95,
57,68,AY537,11A-rep1,-1,25.55,77.55,1.97,
66,14,AY537,11A-rep2,-1,24.06,76.96,1.91,MultipleMeltPeaks
4,32,AY537,11A-rep3,-1,25.06,77.57,1.91,
13,50,AY537,12A-rep1,-1,26.6,77.45,1.89,
22,68,AY537,12A-rep2,-1,26.59,77.42,1.92,
31,14,AY537,12A-rep3,-1,25.8,77.05,1.9,MultipleMeltPeaks
5,32,AY537,13A-rep1,-1,24.84,77.28,1.92,
14,50,AY537,13A-rep2,-1,24.43,76.85,1.93,MultipleMeltPeaks
23,68,AY537,13A-rep3,-1,23.81,77.54,1.92,
32,14,AY537,14A-rep1,-1,27.18,77.27,1.91,
6,32,AY537,14A-rep2,-1,24.45,77.4,1.91,
15,50,AY537,14A-rep3,-1,24.97,77.24,1.91,
24,68,AY537,15A-rep1,-1,26.61,77.52,1.89,
33,14,AY537,15A-rep2,-1,26.69,76.94,1.89,MultipleMeltPeaks
7,32,AY537,15A-rep3,-1,29.96,74.39,1.88,"CtIsLarge, MultipleMeltPeaks"
16,50,AY537,16A-rep1,-1,25.63,85.06,1.92,
25,68,AY537,16A-rep2,-1,25.05,84.99,1.91,
34,14,AY537,16A-rep3,-1,25.35,77.48,1.91,
40,32,AY537,17A-rep1,-1,26.12,77.38,1.9,
49,50,AY537,17A-rep2,-1,23.69,77.28,2.01,
58,68,AY537,17A-rep3,-1,24.03,77.53,1.87,
67,14,AY537,18A-rep1,-1,27.39,77.17,1.92,
41,32,AY537,18A-rep2,-1,26.81,77.4,1.9,
50,50,AY537,18A-rep3,-1,26.76,76.71,1.9,MultipleMeltPeaks
59,68,AY537,19A-rep1,-1,25.73,77.52,1.99,
68,14,AY537,19A-rep2,-1,26.74,77.64,1.95,
42,32,AY537,19A-rep3,-1,25.7,77.4,1.9,
51,50,AY537,20A-rep1,-1,30.79,74.43,1.87,CtIsLarge
60,68,AY537,20A-rep2,-1,29.32,86.17,1.96,
69,14,AY537,20A-rep3,-1,26.91,77.33,1.98,
43,32,AY537,21A-rep1,-1,24.98,76.67,1.89,MultipleMeltPeaks
52,50,AY537,21A-rep2,-1,25.41,77.46,1.93,
61,68,AY537,21A-rep3,-1,24.4,76.84,1.87,MultipleMeltPeaks
70,14,AY537,22A-rep1,-1,24.3,77.62,1.89,
8,32,AY537,22A-rep2,-1,25.64,77.43,1.85,
17,50,AY537,22A-rep3,-1,24.89,77.45,1.92,
26,68,AY537,23A-rep1,-1,24.81,76.66,1.9,MultipleMeltPeaks
35,14,AY537,23A-rep2,-1,24.2,77.46,1.94,
44,32,AY537,23A-rep3,-1,26.66,77.43,1.91,
53,50,AY537,24A-rep1,-1,24.65,77.09,1.94,
62,68,AY537,24A-rep2,-1,27.32,84.33,1.82,
71,14,AY537,24A-rep3,-1,25.1,77.2,2.08,MultipleMeltPeaks
0,69,AY538,1A-rep1,-1,22.24,81.19,1.89,MultipleMeltPeaks
9,15,AY538,1A-rep2,-1,21.86,81.09,1.9,MultipleMeltPeaks
18,33,AY538,1A-rep3,-1,22.5,81.17,1.91,
27,51,AY538,2A-rep1,-1,21.75,81.15,1.91,
1,69,AY538,2A-rep2,-1,22.09,88.48,1.91,MultipleMeltPeaks
10,15,AY538,2A-rep3,-1,21.75,80.9,1.9,MultipleMeltPeaks
19,33,AY538,3A-rep1,-1,22.13,80.85,1.91,MultipleMeltPeaks
28,51,AY538,3A-rep2,-1,22.57,80.9,1.92,MultipleMeltPeaks
2,69,AY538,3A-rep3,-1,22.05,80.93,1.91,MultipleMeltPeaks
11,15,AY538,4A-rep1,-1,21.55,80.93,1.89,MultipleMeltPeaks
20,33,AY538,4A-rep2,-1,22.42,80.78,1.87,MultipleMeltPeaks
29,51,AY538,4A-rep3,-1,21.91,80.94,1.91,MultipleMeltPeaks
3,69,AY538,5A-rep1,-1,22.33,81.08,1.89,MultipleMeltPeaks
12,15,AY538,5A-rep2,-1,22.06,81.05,1.9,MultipleMeltPeaks
21,33,AY538,5A-rep3,-1,22.63,81.08,1.9,MultipleMeltPeaks
30,51,AY538,6A-rep1,-1,21.17,81.05,1.93,MultipleMeltPeaks
36,69,AY538,6A-rep2,-1,21.32,80.88,1.9,MultipleMeltPeaks
45,15,AY538,6A-rep3,-1,21.55,80.77,1.9,MultipleMeltPeaks
54,33,AY538,7A-rep1,-1,22.18,80.77,1.92,MultipleMeltPeaks
63,51,AY538,7A-rep2,-1,22.32,80.91,1.91,MultipleMeltPeaks
37,69,AY538,7A-rep3,-1,22.51,80.79,1.9,MultipleMeltPeaks
46,15,AY538,8A-rep1,-1,21.38,80.91,1.92,MultipleMeltPeaks
55,33,AY538,8A-rep2,-1,21.75,80.84,1.91,MultipleMeltPeaks
64,51,AY538,8A-rep3,-1,21.89,80.75,1.9,MultipleMeltPeaks
38,69,AY538,9A-rep1,-1,21.68,80.85,1.89,MultipleMeltPeaks
47,15,AY538,9A-rep2,-1,21.69,80.87,1.9,MultipleMeltPeaks
56,33,AY538,9A-rep3,-1,21.76,80.8,1.91,MultipleMeltPeaks
65,51,AY538,10A-rep1,-1,21.61,80.86,1.9,MultipleMeltPeaks
39,69,AY538,10A-rep2,-1,21.28,81.11,1.9,
48,15,AY538,10A-rep3,-1,21.28,80.83,1.94,MultipleMeltPeaks
57,33,AY538,11A-rep1,-1,21.8,80.78,1.92,MultipleMeltPeaks
66,51,AY538,11A-rep2,-1,22.14,80.92,1.89,MultipleMeltPeaks
4,69,AY538,11A-rep3,-1,21.88,81.19,1.92,MultipleMeltPeaks
13,15,AY538,12A-rep1,-1,21.84,81.18,1.92,MultipleMeltPeaks
22,33,AY538,12A-rep2,-1,21.89,81.04,1.9,
31,51,AY538,12A-rep3,-1,21.77,81.1,1.93,
5,69,AY538,13A-rep1,-1,21.68,81.18,1.93,
14,15,AY538,13A-rep2,-1,21.83,81.17,1.89,MultipleMeltPeaks
23,33,AY538,13A-rep3,-1,21.72,81.21,1.9,
32,51,AY538,14A-rep1,-1,21.25,81.12,1.92,
6,69,AY538,14A-rep2,-1,21.72,81.16,1.89,MultipleMeltPeaks
15,15,AY538,14A-rep3,-1,21.37,81.29,1.92,MultipleMeltPeaks
24,33,AY538,15A-rep1,-1,20.15,81.31,1.91,
33,51,AY538,15A-rep2,-1,20.24,81.22,1.93,
7,69,AY538,15A-rep3,-1,20.32,81.45,1.98,
16,15,AY538,16A-rep1,-1,21.66,81.24,1.92,MultipleMeltPeaks
25,33,AY538,16A-rep2,-1,21.67,80.89,1.91,MultipleMeltPeaks
34,51,AY538,16A-rep3,-1,21.51,81.08,1.91,
40,69,AY538,17A-rep1,-1,20.26,81.14,1.91,
49,15,AY538,17A-rep2,-1,20.36,81.11,1.98,MultipleMeltPeaks
58,33,AY538,17A-rep3,-1,20.29,81.06,1.99,MultipleMeltPeaks
67,51,AY538,18A-rep1,-1,20.9,81.08,1.92,MultipleMeltPeaks
41,69,AY538,18A-rep2,-1,20.98,81.11,1.91,MultipleMeltPeaks
50,15,AY538,18A-rep3,-1,21.27,81.06,1.94,MultipleMeltPeaks
59,33,AY538,19A-rep1,-1,20.71,81.07,1.91,MultipleMeltPeaks
68,51,AY538,19A-rep2,-1,20.37,81.08,1.93,MultipleMeltPeaks
42,69,AY538,19A-rep3,-1,20.72,81.22,1.92,
51,15,AY538,20A-rep1,-1,21.92,80.93,1.91,MultipleMeltPeaks
60,33,AY538,20A-rep2,-1,21.49,80.76,1.91,MultipleMeltPeaks
69,51,AY538,20A-rep3,-1,21.32,80.83,1.92,MultipleMeltPeaks
43,69,AY538,21A-rep1,-1,21.27,80.81,1.9,MultipleMeltPeaks
52,15,AY538,21A-rep2,-1,21.43,80.88,1.92,MultipleMeltPeaks
61,33,AY538,21A-rep3,-1,21.6,91.24,1.9,MultipleMeltPeaks
70,51,AY538,22A-rep1,-1,20.91,80.79,1.96,MultipleMeltPeaks
8,69,AY538,22A-rep2,-1,21.44,80.95,1.95,MultipleMeltPeaks
17,15,AY538,22A-rep3,-1,21.1,91.23,1.91,MultipleMeltPeaks
26,33,AY538,23A-rep1,-1,22.21,80.84,1.98,MultipleMeltPeaks
35,51,AY538,23A-rep2,-1,21.88,81.02,2.02,
44,69,AY538,23A-rep3,-1,21.86,80.85,1.9,MultipleMeltPeaks
53,15,AY538,24A-rep1,-1,22.16,81.28,1.88,
62,33,AY538,24A-rep2,-1,22.06,80.76,1.77,"LowEfficiency, MultipleMeltPeaks"
71,51,AY538,24A-rep3,-1,21.48,91.64,1.91,MultipleMeltPeaks
0,33,AY545,1A-rep1,-1,,,,NoAmplification
9,51,AY545,1A-rep2,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
18,69,AY545,1A-rep3,-1,,,,CurveFitFailed
27,15,AY545,2A-rep1,-1,,,,"CtIsLarge, CurveFitFailed"
1,33,AY545,2A-rep2,-1,27.73,76.35,1.89,
10,51,AY545,2A-rep3,-1,26.9,76.28,1.91,
19,69,AY545,3A-rep1,-1,27.78,76.11,1.92,
28,15,AY545,3A-rep2,-1,,,,NoAmplification
2,33,AY545,3A-rep3,-1,,,,CurveFitFailed
11,51,AY545,4A-rep1,-1,32.81,87.6,1.8,"LowEfficiency, CtIsLarge"
20,69,AY545,4A-rep2,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
29,15,AY545,4A-rep3,-1,,,,NoAmplification
3,33,AY545,5A-rep1,-1,28.02,76.16,1.9,
12,51,AY545,5A-rep2,-1,,,,NoAmplification
21,69,AY545,5A-rep3,-1,,,,CurveFitFailed
30,15,AY545,6A-rep1,-1,,,,CurveFitFailed
36,33,AY545,6A-rep2,-1,27.25,75.98,1.89,
45,51,AY545,6A-rep3,-1,32,76.01,1.95,CtIsLarge
54,69,AY545,7A-rep1,-1,,,,CurveFitFailed
63,15,AY545,7A-rep2,-1,,,,CurveFitFailed
37,33,AY545,7A-rep3,-1,,,,CurveFitFailed
46,51,AY545,8A-rep1,-1,,,,"CtIsLarge, CurveFitFailed"
55,69,AY545,8A-rep2,-1,,,,CurveFitFailed
64,15,AY545,8A-rep3,-1,,,,CurveFitFailed
38,33,AY545,9A-rep1,-1,,,,NoAmplification
47,51,AY545,9A-rep2,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline"
56,69,AY545,9A-rep3,-1,34.44,92.12,1.73,"LowEfficiency, CtIsLarge"
65,15,AY545,10A-rep1,-1,,,,CurveFitFailed
39,33,AY545,10A-rep2,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
