Row,Column,Assay,Sample,Conc,Ct,Tm,Efficiency,Flags
59,20,AY186,19A-rep1,-1,27.59,91.36,1.81,
68,38,AY186,19A-rep2,-1,27.59,91.02,1.81,
42,56,AY186,19A-rep3,-1,28.26,92.22,1.83,MultipleMeltPeaks
51,2,AY186,20A-rep1,-1,28.49,87.82,1.9,MultipleMeltPeaks
60,20,AY186,20A-rep2,-1,27.55,91.48,1.82,MultipleMeltPeaks
69,38,AY186,20A-rep3,-1,27.13,90.8,1.87,
43,56,AY186,21A-rep1,-1,27.07,90.31,1.82,
52,2,AY186,21A-rep2,-1,28.19,91.74,1.82,
61,20,AY186,21A-rep3,-1,26.05,91.21,1.87,
70,38,AY186,22A-rep1,-1,26.69,92.1,1.9,
8,56,AY186,22A-rep2,-1,27.36,90.1,1.86,MultipleMeltPeaks
17,2,AY186,22A-rep3,-1,27.01,91.83,1.85,
26,20,AY186,23A-rep1,-1,28.54,88.37,1.82,
35,38,AY186,23A-rep2,-1,29.31,91.01,1.83,
44,56,AY186,23A-rep3,-1,28.9,92.11,1.78,"LowEfficiency, MultipleMeltPeaks"
53,2,AY186,24A-rep1,-1,27.25,91.05,1.82,MultipleMeltPeaks
62,20,AY186,24A-rep2,-1,27.57,88.59,1.82,
71,38,AY186,24A-rep3,-1,27.32,91.34,1.77,LowEfficiency
0,20,AY188,1A-rep1,-1,26.6,87.84,1.89,
9,38,AY188,1A-rep2,-1,26.85,91.7,1.85,MultipleMeltPeaks
18,56,AY188,1A-rep3,-1,26.82,87.62,1.88,
27,2,AY188,2A-rep1,-1,25.94,87.9,1.89,
1,20,AY188,2A-rep2,-1,27.57,87.79,1.97,
10,38,AY188,2A-rep3,-1,26.58,89.39,1.85,MultipleMeltPeaks
19,56,AY188,3A-rep1,-1,27.03,88.39,1.91,
28,2,AY188,3A-rep2,-1,29.5,87.57,2,CtIsLarge
2,20,AY188,3A-rep3,-1,27.87,88.41,1.96,
11,38,AY188,4A-rep1,-1,28.13,88.78,1.81,
20,56,AY188,4A-rep2,-1,29.33,87.46,1.88,
29,2,AY188,4A-rep3,-1,28.59,88.7,1.82,
3,20,AY188,5A-rep1,-1,28.53,88.74,1.79,LowEfficiency
12,38,AY188,5A-rep2,-1,26.84,87.48,1.88,
21,56,AY188,5A-rep3,-1,28.22,87.35,1.82,
30,2,AY188,6A-rep1,-1,27.24,87.3,2.15,
36,20,AY188,6A-rep2,-1,26.32,87.7,1.85,
45,38,AY188,6A-rep3,-1,26.9,87.91,1.91,
54,56,AY188,7A-rep1,-1,28.52,88.28,1.78,LowEfficiency
63,2,AY188,7A-rep2,-1,28.72,88.26,1.82,
37,20,AY188,7A-rep3,-1,28.38,91.68,1.98,MultipleMeltPeaks
46,38,AY188,8A-rep1,-1,27.45,90.57,2.02,MultipleMeltPeaks
55,56,AY188,8A-rep2,-1,29.21,89.69,1.85,MultipleMeltPeaks
64,2,AY188,8A-rep3,-1,28.24,87.53,1.99,
38,20,AY188,9A-rep1,-1,27.32,88.22,1.95,
47,38,AY188,9A-rep2,-1,28.18,87.39,2.01,
56,56,AY188,9A-rep3,-1,28.1,86.69,1.9,
65,2,AY188,10A-rep1,-1,30.45,87.98,1.88,CtIsLarge
39,20,AY188,10A-rep2,-1,27,87.61,1.82,MultipleMeltPeaks
48,38,AY188,10A-rep3,-1,27.94,87.26,1.85,MultipleMeltPeaks
57,56,AY188,11A-rep1,-1,29.65,91.78,1.85,CtIsLarge
66,2,AY188,11A-rep2,-1,26.25,90.19,2,MultipleMeltPeaks
4,20,AY188,11A-rep3,-1,28.29,85.28,1.9,MultipleMeltPeaks
13,38,AY188,12A-rep1,-1,28.16,85.69,1.73,"LowEfficiency, MultipleMeltPeaks"
22,56,AY188,12A-rep2,-1,29.67,87.27,1.95,CtIsLarge
31,2,AY188,12A-rep3,-1,27.85,86.32,1.95,
5,20,AY188,13A-rep1,-1,28.32,87.5,1.93,
14,38,AY188,13A-rep2,-1,27.21,87.92,1.89,
23,56,AY188,13A-rep3,-1,28.8,91.78,1.86,
32,2,AY188,14A-rep1,-1,28.01,87.66,1.86,
6,20,AY188,14A-rep2,-1,26.86,87.67,1.83,
15,38,AY188,14A-rep3,-1,28.62,87.13,1.68,LowEfficiency
24,56,AY188,15A-rep1,-1,28.71,88.44,1.78,"LowEfficiency, MultipleMeltPeaks"
33,2,AY188,15A-rep2,-1,28.27,87.69,1.82,
7,20,AY188,15A-rep3,-1,27.12,86.66,1.96,MultipleMeltPeaks
16,38,AY188,16A-rep1,-1,28.12,87.37,1.87,
25,56,AY188,16A-rep2,-1,25.93,87.61,1.85,
34,2,AY188,16A-rep3,-1,29.74,87.9,1.8,CtIsLarge
40,20,AY188,17A-rep1,-1,27.48,88.48,1.8,MultipleMeltPeaks
49,38,AY188,17A-rep2,-1,29.06,75.32,1.63,"LowEfficiency, MultipleMeltPeaks"
58,56,AY188,17A-rep3,-1,27.83,82.73,1.68,"LowEfficiency, MultipleMeltPeaks"
67,2,AY188,18A-rep1,-1,26.21,89.48,1.8,MultipleMeltPeaks
41,20,AY188,18A-rep2,-1,27.03,87.55,1.88,MultipleMeltPeaks
50,38,AY188,18A-rep3,-1,27.74,87.42,1.9,
59,56,AY188,19A-rep1,-1,28.3,84.53,1.92,MultipleMeltPeaks
68,2,AY188,19A-rep2,-1,26.95,92.28,1.75,LowEfficiency
42,20,AY188,19A-rep3,-1,27.91,86.99,1.82,MultipleMeltPeaks
51,38,AY188,20A-rep1,-1,27.38,87.33,1.84,MultipleMeltPeaks
60,56,AY188,20A-rep2,-1,26.41,86.81,1.98,
69,2,AY188,20A-rep3,-1,27.18,87.13,1.87,MultipleMeltPeaks
43,20,AY188,21A-rep1,-1,27.98,89.27,1.81,
52,38,AY188,21A-rep2,-1,26.95,86.82,1.93,
61,56,AY188,21A-rep3,-1,26.08,87.76,1.92,MultipleMeltPeaks
70,2,AY188,22A-rep1,-1,27.18,88.14,2.23,
8,20,AY188,22A-rep2,-1,27.12,87.87,1.8,MultipleMeltPeaks
17,38,AY188,22A-rep3,-1,27.38,87.74,1.9,
26,56,AY188,23A-rep1,-1,26.46,87.46,1.94,
35,2,AY188,23A-rep2,-1,28.23,91.45,1.77,"LowEfficiency, MultipleMeltPeaks"
44,20,AY188,23A-rep3,-1,29.14,87.68,1.85,
53,38,AY188,24A-rep1,-1,26.15,87.68,1.82,
62,56,AY188,24A-rep2,-1,25.96,87.81,1.83,MultipleMeltPeaks
71,2,AY188,24A-rep3,-1,,,,"BadR2, LowEfficiency, CurveFitFailed"
0,57,AY191,1A-rep1,-1,21.74,90.51,1.92,
9,3,AY191,1A-rep2,-1,22.04,90.78,1.92,
18,21,AY191,1A-rep3,-1,21.48,90.47,1.93,
27,39,AY191,2A-rep1,-1,21.48,90.37,1.95,
1,57,AY191,2A-rep2,-1,21.41,90.53,1.98,
10,3,AY191,2A-rep3,-1,21.67,90.89,1.98,
19,21,AY191,3A-rep1,-1,22.99,90.81,1.92,
28,39,AY191,3A-rep2,-1,22.5,90.41,1.95,
2,57,AY191,3A-rep3,-1,22.11,90.55,1.93,
11,3,AY191,4A-rep1,-1,21.62,90.76,1.98,
20,21,AY191,4A-rep2,-1,21.35,90.39,1.94,
29,39,AY191,4A-rep3,-1,21.49,90.23,1.94,
3,57,AY191,5A-rep1,-1,23.69,90.53,1.92,
12,3,AY191,5A-rep2,-1,23.53,90.85,1.94,
21,21,AY191,5A-rep3,-1,24.26,90.55,1.89,
30,39,AY191,6A-rep1,-1,21.04,90.2,1.95,
36,57,AY191,6A-rep2,-1,21.29,90.11,1.95,
45,3,AY191,6A-rep3,-1,21.7,90.49,1.94,
54,21,AY191,7A-rep1,-1,22.09,90.36,1.95,
63,39,AY191,7A-rep2,-1,22.61,90.46,1.94,
37,57,AY191,7A-rep3,-1,22.18,90.32,1.95,
46,3,AY191,8A-rep1,-1,21.3,90.69,1.98,
55,21,AY191,8A-rep2,-1,21.24,90.36,1.97,
64,39,AY191,8A-rep3,-1,21.4,90.33,1.94,
38,57,AY191,9A-rep1,-1,20.85,90.35,1.93,
47,3,AY191,9A-rep2,-1,20.63,90.5,1.78,LowEfficiency
56,21,AY191,9A-rep3,-1,21.21,90.34,1.96,
65,39,AY191,10A-rep1,-1,20.34,90.35,1.95,
39,57,AY191,10A-rep2,-1,20.76,90.31,1.96,
48,3,AY191,10A-rep3,-1,20.7,90.6,2.08,
57,21,AY191,11A-rep1,-1,22.37,90.38,1.94,
66,39,AY191,11A-rep2,-1,21.61,90.41,1.95,
4,57,AY191,11A-rep3,-1,21.97,90.61,1.92,
13,3,AY191,12A-rep1,-1,21.21,90.74,1.99,
22,21,AY191,12A-rep2,-1,21.41,90.56,1.94,
31,39,AY191,12A-rep3,-1,21.5,90.23,1.95,
5,57,AY191,13A-rep1,-1,21.97,90.46,1.93,
14,3,AY191,13A-rep2,-1,22.16,90.81,1.93,
23,21,AY191,13A-rep3,-1,21.56,90.42,1.92,
32,39,AY191,14A-rep1,-1,21,90.12,1.93,
6,57,AY191,14A-rep2,-1,21.5,90.62,1.94,
15,3,AY191,14A-rep3,-1,21.1,90.78,1.92,
24,21,AY191,15A-rep1,-1,20.76,90.38,1.94,
33,39,AY191,15A-rep2,-1,21.08,90.24,1.93,
7,57,AY191,15A-rep3,-1,20.93,90.41,1.92,
16,3,AY191,16A-rep1,-1,21.73,90.68,1.91,
25,21,AY191,16A-rep2,-1,22.01,90.39,1.92,
34,39,AY191,16A-rep3,-1,21.6,90.23,1.93,
40,57,AY191,17A-rep1,-1,20.62,90.28,1.94,
49,3,AY191,17A-rep2,-1,20.94,90.49,2.08,
58,21,AY191,17A-rep3,-1,20.7,90.34,1.94,
67,39,AY191,18A-rep1,-1,21.3,90.45,1.94,
41,57,AY191,18A-rep2,-1,21.51,90.32,1.93,
50,3,AY191,18A-rep3,-1,21.64,90.55,1.93,
59,21,AY191,19A-rep1,-1,21.7,90.37,1.93,
68,39,AY191,19A-rep2,-1,21.29,90.4,1.96,
42,57,AY191,19A-rep3,-1,21.41,90.28,1.91,
51,3,AY191,20A-rep1,-1,21.29,90.65,2.05,
60,21,AY191,20A-rep2,-1,21.17,90.44,1.96,
69,39,AY191,20A-rep3,-1,21.14,90.44,1.92,
43,57,AY191,21A-rep1,-1,22.24,90.25,1.94,
52,3,AY191,21A-rep2,-1,22.87,90.85,1.97,
61,21,AY191,21A-rep3,-1,22.7,90.53,1.91,
70,39,AY191,22A-rep1,-1,20.07,90.39,2.15,
8,57,AY191,22A-rep2,-1,20.4,90.44,1.96,
17,3,AY191,22A-rep3,-1,20.35,90.72,1.97,
26,21,AY191,23A-rep1,-1,21.12,90.36,1.91,
35,39,AY191,23A-rep2,-1,21.26,90.21,1.92,
44,57,AY191,23A-rep3,-1,21.08,90.35,1.92,
53,3,AY191,24A-rep1,-1,21.54,90.62,2,
62,21,AY191,24A-rep2,-1,21.16,90.47,1.95,
71,39,AY191,24A-rep3,-1,21.25,90.45,1.94,
0,21,AY207,1A-rep1,-1,24.22,89.98,1.87,
9,39,AY207,1A-rep2,-1,24.86,89.88,1.85,
18,57,AY207,1A-rep3,-1,24.88,89.88,1.87,
27,3,AY207,2A-rep1,-1,24.45,92.12,1.86,
1,21,AY207,2A-rep2,-1,24.18,91.28,1.89,
10,39,AY207,2A-rep3,-1,24.55,88.99,1.85,
19,57,AY207,3A-rep1,-1,24.3,90.19,1.86,
28,3,AY207,3A-rep2,-1,24.16,90.55,1.86,
2,21,AY207,3A-rep3,-1,24.42,90.08,1.87,
11,39,AY207,4A-rep1,-1,24.59,91.69,1.85,
20,57,AY207,4A-rep2,-1,25.02,90.94,1.86,
29,3,AY207,4A-rep3,-1,24.45,91.46,1.79,LowEfficiency
3,21,AY207,5A-rep1,-1,24.27,91.25,1.86,
12,39,AY207,5A-rep2,-1,25.62,90.25,1.84,
21,57,AY207,5A-rep3,-1,24.94,90.01,1.84,
30,3,AY207,6A-rep1,-1,23.26,90.65,1.86,
36,21,AY207,6A-rep2,-1,24.49,89.75,1.83,
45,39,AY207,6A-rep3,-1,24.96,90.15,1.81,
54,57,AY207,7A-rep1,-1,24.76,90.16,1.82,
63,3,AY207,7A-rep2,-1,24.73,91.13,2.01,
37,21,AY207,7A-rep3,-1,24.93,90.22,1.83,
46,39,AY207,8A-rep1,-1,24.21,90.7,1.82,
55,57,AY207,8A-rep2,-1,24.3,90.67,1.84,
64,3,AY207,8A-rep3,-1,23.47,91.13,1.81,
38,21,AY207,9A-rep1,-1,23.81,91.8,1.84,
47,39,AY207,9A-rep2,-1,24.64,91.62,1.8,
56,57,AY207,9A-rep3,-1,23.51,91.76,1.85,MultipleMeltPeaks
65,3,AY207,10A-rep1,-1,22.8,91.12,1.69,LowEfficiency
39,21,AY207,10A-rep2,-1,23.89,91.51,1.85,
48,39,AY207,10A-rep3,-1,24.22,91.29,1.85,
57,57,AY207,11A-rep1,-1,24.53,90.27,1.84,
66,3,AY207,11A-rep2,-1,23.87,91.92,1.87,
4,21,AY207,11A-rep3,-1,24.9,91.44,1.87,
13,39,AY207,12A-rep1,-1,24.11,91.06,1.85,
22,57,AY207,12A-rep2,-1,24.94,90.09,1.83,
31,3,AY207,12A-rep3,-1,24.92,90.33,1.85,
5,21,AY207,13A-rep1,-1,25.13,90.11,1.88,
14,39,AY207,13A-rep2,-1,24.93,90.27,1.85,
23,57,AY207,13A-rep3,-1,24.82,91.61,1.82,
32,3,AY207,14A-rep1,-1,24.74,90.98,1.83,
6,21,AY207,14A-rep2,-1,24.78,89.94,1.84,MultipleMeltPeaks
15,39,AY207,14A-rep3,-1,25.85,90.58,1.84,
24,57,AY207,15A-rep1,-1,24.53,91.12,1.83,
33,3,AY207,15A-rep2,-1,24.07,92.08,1.86,MultipleMeltPeaks
7,21,AY207,15A-rep3,-1,24.63,91.76,1.85,MultipleMeltPeaks
16,39,AY207,16A-rep1,-1,25.44,89.8,1.84,
25,57,AY207,16A-rep2,-1,25.3,89.82,1.86,
34,3,AY207,16A-rep3,-1,25.74,90.74,1.88,
40,21,AY207,17A-rep1,-1,24.18,90.45,1.87,MultipleMeltPeaks
49,39,AY207,17A-rep2,-1,24.01,89.97,1.86,MultipleMeltPeaks
58,57,AY207,17A-rep3,-1,23.95,90.62,1.87,
67,3,AY207,18A-rep1,-1,23.03,91.4,1.68,LowEfficiency
41,21,AY207,18A-rep2,-1,24.6,89.84,1.83,
50,39,AY207,18A-rep3,-1,25.11,91.56,1.86,
59,57,AY207,19A-rep1,-1,23.61,90.94,1.86,
68,3,AY207,19A-rep2,-1,22.33,91.47,1.89,MultipleMeltPeaks
42,21,AY207,19A-rep3,-1,23.67,91.84,1.87,
51,39,AY207,20A-rep1,-1,23.83,88.97,1.77,LowEfficiency
60,57,AY207,20A-rep2,-1,23.53,91.33,1.88,
69,3,AY207,20A-rep3,-1,22.42,89.35,1.87,MultipleMeltPeaks
43,21,AY207,21A-rep1,-1,23.3,90.04,1.88,
52,39,AY207,21A-rep2,-1,23.81,91.75,1.87,MultipleMeltPeaks
61,57,AY207,21A-rep3,-1,23.73,91.15,1.86,
70,3,AY207,22A-rep1,-1,23.33,90.95,2.09,
8,21,AY207,22A-rep2,-1,23.5,91.14,1.87,
17,39,AY207,22A-rep3,-1,23.47,91.05,1.84,
26,57,AY207,23A-rep1,-1,24.01,90.05,1.86,
35,3,AY207,23A-rep2,-1,24.66,90.13,1.85,
44,21,AY207,23A-rep3,-1,23.98,89.6,1.86,
53,39,AY207,24A-rep1,-1,23.48,90.9,1.87,
62,57,AY207,24A-rep2,-1,23.96,90.92,1.85,
71,3,AY207,24A-rep3,-1,,,,"BadR2, CurveFitFailed"
0,9,AY211,1A-rep1,-1,23.15,90.65,1.86,
9,27,AY211,1A-rep2,-1,22.95,91.07,1.84,
18,45,AY211,1A-rep3,-1,23.37,90.46,1.86,
27,63,AY211,2A-rep1,-1,25.05,90.66,1.8,
1,9,AY211,2A-rep2,-1,22.5,90.18,1.86,
10,27,AY211,2A-rep3,-1,22.46,91.21,1.86,
19,45,AY211,3A-rep1,-1,23.31,90.65,1.85,
28,63,AY211,3A-rep2,-1,23.81,90.66,1.83,
2,9,AY211,3A-rep3,-1,22.82,91.73,1.87,
11,27,AY211,4A-rep1,-1,23.29,91.65,1.84,
20,45,AY211,4A-rep2,-1,23.59,90.84,1.8,LowEfficiency
29,63,AY211,4A-rep3,-1,23.51,90.27,1.83,
3,9,AY211,5A-rep1,-1,23.56,91.37,1.85,
12,27,AY211,5A-rep2,-1,23.77,92.05,1.83,MultipleMeltPeaks
21,45,AY211,5A-rep3,-1,24.33,90.1,1.83,
30,63,AY211,6A-rep1,-1,23.12,91.04,1.82,
36,9,AY211,6A-rep2,-1,23.32,92.27,1.83,
45,27,AY211,6A-rep3,-1,24.73,90.97,1.77,LowEfficiency
54,45,AY211,7A-rep1,-1,24.83,91.34,1.8,"LowEfficiency, MultipleMeltPeaks"
63,63,AY211,7A-rep2,-1,24.28,91.17,1.86,
37,9,AY211,7A-rep3,-1,25.79,91.1,1.83,
46,27,AY211,8A-rep1,-1,24.37,90.65,1.82,
55,45,AY211,8A-rep2,-1,25.23,91.69,1.81,
64,63,AY211,8A-rep3,-1,23.54,90.83,1.84,
38,9,AY211,9A-rep1,-1,24.33,90.95,1.83,
47,27,AY211,9A-rep2,-1,24.75,90.52,1.77,LowEfficiency
56,45,AY211,9A-rep3,-1,24.47,91.03,1.81,
65,63,AY211,10A-rep1,-1,23.43,91.13,1.84,
39,9,AY211,10A-rep2,-1,24.06,91.13,1.82,
48,27,AY211,10A-rep3,-1,24.13,91.36,1.81,
57,45,AY211,11A-rep1,-1,26.38,90.86,1.81,
66,63,AY211,11A-rep2,-1,25.03,91.14,1.86,
4,9,AY211,11A-rep3,-1,23.62,91,1.82,
13,27,AY211,12A-rep1,-1,23.42,91.18,1.83,
22,45,AY211,12A-rep2,-1,25.03,91.05,1.83,
31,63,AY211,12A-rep3,-1,25.07,91.81,1.83,
5,9,AY211,13A-rep1,-1,23.44,91.44,1.86,
14,27,AY211,13A-rep2,-1,23.74,91.1,1.83,
23,45,AY211,13A-rep3,-1,24.42,90.83,1.81,MultipleMeltPeaks
32,63,AY211,14A-rep1,-1,25.32,91.05,1.83,
6,9,AY211,14A-rep2,-1,24.17,91.08,1.83,
15,27,AY211,14A-rep3,-1,24.86,91.33,1.81,
24,45,AY211,15A-rep1,-1,23.77,90.96,1.79,LowEfficiency
33,63,AY211,15A-rep2,-1,23.92,91.75,1.8,LowEfficiency
7,9,AY211,15A-rep3,-1,22.48,91.1,1.82,
16,27,AY211,16A-rep1,-1,25.13,90.87,1.82,
25,45,AY211,16A-rep2,-1,25.08,92.14,1.83,
34,63,AY211,16A-rep3,-1,27.52,90.95,1.81,
40,9,AY211,17A-rep1,-1,23.89,91.34,1.83,
49,27,AY211,17A-rep2,-1,24.23,90.63,1.85,
58,45,AY211,17A-rep3,-1,23.58,91.2,1.84,
67,63,AY211,18A-rep1,-1,24.38,90.83,1.84,
41,9,AY211,18A-rep2,-1,25.68,90.72,1.82,
50,27,AY211,18A-rep3,-1,25.44,90.3,1.85,MultipleMeltPeaks
59,45,AY211,19A-rep1,-1,23.11,90.57,1.85,
68,63,AY211,19A-rep2,-1,23.72,92.3,1.85,
42,9,AY211,19A-rep3,-1,24.55,90.64,1.83,
51,27,AY211,20A-rep1,-1,24.94,91.5,1.8,"LowEfficiency, MultipleMeltPeaks"
60,45,AY211,20A-rep2,-1,23.81,90.47,1.85,MultipleMeltPeaks
69,63,AY211,20A-rep3,-1,24.44,90.19,1.8,
43,9,AY211,21A-rep1,-1,24.45,90.46,1.83,
52,27,AY211,21A-rep2,-1,25.51,92,1.83,
61,45,AY211,21A-rep3,-1,27.06,90.78,1.81,
70,63,AY211,22A-rep1,-1,23.85,91.86,1.8,LowEfficiency
8,9,AY211,22A-rep2,-1,23.3,92.27,1.85,
17,27,AY211,22A-rep3,-1,23.09,92.05,1.84,
26,45,AY211,23A-rep1,-1,23.99,90.06,1.83,
35,63,AY211,23A-rep2,-1,25.22,86.31,1.84,
44,9,AY211,23A-rep3,-1,24.46,91.29,1.82,
53,27,AY211,24A-rep1,-1,24.5,90.33,1.79,LowEfficiency
62,45,AY211,24A-rep2,-1,25.89,90.47,1.77,LowEfficiency
71,63,AY211,24A-rep3,-1,23.68,92.09,1.79,LowEfficiency
0,45,AY218,1A-rep1,-1,21.18,80.8,1.89,
9,63,AY218,1A-rep2,-1,21.13,80.8,1.89,
18,9,AY218,1A-rep3,-1,21.56,80.75,1.92,
27,27,AY218,2A-rep1,-1,21.19,80.7,1.92,
1,45,AY218,2A-rep2,-1,20.77,84.45,1.92,
10,63,AY218,2A-rep3,-1,21.14,80.82,1.9,
19,9,AY218,3A-rep1,-1,22.8,80.33,1.92,MultipleMeltPeaks
28,27,AY218,3A-rep2,-1,22.8,80.64,1.92,
2,45,AY218,3A-rep3,-1,22.67,80.75,1.89,
11,63,AY218,4A-rep1,-1,21.65,80.66,1.91,
20,9,AY218,4A-rep2,-1,21.85,85.72,1.93,MultipleMeltPeaks
29,27,AY218,4A-rep3,-1,21.89,80.65,1.93,
3,45,AY218,5A-rep1,-1,23.05,80.76,1.89,
12,63,AY218,5A-rep2,-1,23,80.74,1.89,
21,9,AY218,5A-rep3,-1,23.62,80.86,1.92,
30,27,AY218,6A-rep1,-1,21.48,80.53,1.93,
36,45,AY218,6A-rep2,-1,21.57,80.3,1.93,
45,63,AY218,6A-rep3,-1,21.63,80.64,1.92,
54,9,AY218,7A-rep1,-1,22.34,80.82,1.9,
63,27,AY218,7A-rep2,-1,22.6,80.74,1.91,
37,45,AY218,7A-rep3,-1,22.98,80.62,1.92,
46,63,AY218,8A-rep1,-1,21.94,84.42,1.93,
55,9,AY218,8A-rep2,-1,21.69,80.8,1.89,
64,27,AY218,8A-rep3,-1,21.63,80.71,1.9,
38,45,AY218,9A-rep1,-1,21.95,80.61,1.9,
47,63,AY218,9A-rep2,-1,21.54,80.71,1.9,
56,9,AY218,9A-rep3,-1,21.47,80.86,1.9,
65,27,AY218,10A-rep1,-1,21.32,80.76,1.89,
39,45,AY218,10A-rep2,-1,21.05,80.57,1.94,
48,63,AY218,10A-rep3,-1,21.11,80.7,1.91,
57,9,AY218,11A-rep1,-1,22.3,80.89,1.89,
66,27,AY218,11A-rep2,-1,22.38,80.75,1.92,
4,45,AY218,11A-rep3,-1,22.12,80.78,1.88,
13,63,AY218,12A-rep1,-1,21.14,80.88,1.93,
22,9,AY218,12A-rep2,-1,21.43,80.98,1.95,
31,27,AY218,12A-rep3,-1,21.22,80.73,1.93,
5,45,AY218,13A-rep1,-1,21.93,80.8,1.91,
14,63,AY218,13A-rep2,-1,21.85,80.8,1.88,
23,9,AY218,13A-rep3,-1,22.04,80.91,1.89,
32,27,AY218,14A-rep1,-1,21.24,80.67,1.92,
6,45,AY218,14A-rep2,-1,21.31,80.78,1.88,
15,63,AY218,14A-rep3,-1,21.48,80.61,1.87,
24,9,AY218,15A-rep1,-1,21.37,80.87,1.9,
33,27,AY218,15A-rep2,-1,21.38,80.65,1.9,
7,45,AY218,15A-rep3,-1,21.35,80.61,1.9,
16,63,AY218,16A-rep1,-1,21.85,80.71,1.87,
25,9,AY218,16A-rep2,-1,22.85,80.88,1.91,
34,27,AY218,16A-rep3,-1,22.3,80.65,1.88,
40,45,AY218,17A-rep1,-1,22,80.58,1.92,
49,63,AY218,17A-rep2,-1,21.26,80.63,1.91,
58,9,AY218,17A-rep3,-1,21.26,84.57,1.89,
67,27,AY218,18A-rep1,-1,21.46,80.78,1.89,
41,45,AY218,18A-rep2,-1,21.16,84.24,1.92,
50,63,AY218,18A-rep3,-1,21.23,80.74,1.9,
59,9,AY218,19A-rep1,-1,21.7,80.85,1.89,
68,27,AY218,19A-rep2,-1,21.6,80.77,1.89,
42,45,AY218,19A-rep3,-1,21.9,80.59,1.9,
51,63,AY218,20A-rep1,-1,18.95,84.24,1.93,MultipleMeltPeaks
60,9,AY218,20A-rep2,-1,19.11,80.44,1.88,MultipleMeltPeaks
69,27,AY218,20A-rep3,-1,18.97,80.8,1.98,
43,45,AY218,21A-rep1,-1,21.95,80.6,1.93,
52,63,AY218,21A-rep2,-1,22.08,80.73,1.91,
61,9,AY218,21A-rep3,-1,22.15,80.82,1.89,
70,27,AY218,22A-rep1,-1,18.77,80.75,2.01,
8,45,AY218,22A-rep2,-1,18.94,80.74,1.87,
17,63,AY218,22A-rep3,-1,18.87,80.76,1.88,
26,9,AY218,23A-rep1,-1,20.97,80.91,1.91,
35,27,AY218,23A-rep2,-1,20.85,80.69,1.91,
44,45,AY218,23A-rep3,-1,21.25,80.65,1.91,
53,63,AY218,24A-rep1,-1,21.13,80.7,1.9,
62,9,AY218,24A-rep2,-1,21,84.42,1.9,
71,27,AY218,24A-rep3,-1,21.13,80.82,1.89,
0,10,AY224,1A-rep1,-1,18.36,90.74,1.89,MultipleMeltPeaks
9,28,AY224,1A-rep2,-1,18.91,90.54,1.86,
18,46,AY224,1A-rep3,-1,19.3,90.33,1.87,
27,64,AY224,2A-rep1,-1,18.93,90.18,1.87,
1,10,AY224,2A-rep2,-1,18.22,90.61,1.86,
10,28,AY224,2A-rep3,-1,18.66,90.52,1.87,
19,46,AY224,3A-rep1,-1,18.72,90.51,1.85,
28,64,AY224,3A-rep2,-1,18.71,90.47,1.85,
2,10,AY224,3A-rep3,-1,18.29,91.09,1.89,
11,28,AY224,4A-rep1,-1,18.35,90.79,1.85,
20,46,AY224,4A-rep2,-1,18.98,90.42,1.85,
29,64,AY224,4A-rep3,-1,18.8,90.66,1.86,
3,10,AY224,5A-rep1,-1,18.4,90.63,1.91,
12,28,AY224,5A-rep2,-1,18.8,90.37,1.86,
21,46,AY224,5A-rep3,-1,19.37,90.46,1.87,
30,64,AY224,6A-rep1,-1,18.02,90.55,1.87,
36,10,AY224,6A-rep2,-1,17.08,90.79,1.87,
45,28,AY224,6A-rep3,-1,17.88,90.44,1.84,
54,46,AY224,7A-rep1,-1,18.54,90.43,1.86,MultipleMeltPeaks
63,64,AY224,7A-rep2,-1,18.61,90.4,1.85,
37,10,AY224,7A-rep3,-1,17.71,90.74,1.84,MultipleMeltPeaks
46,28,AY224,8A-rep1,-1,17.86,90.43,2.01,
55,46,AY224,8A-rep2,-1,17.81,90.74,1.82,MultipleMeltPeaks
64,64,AY224,8A-rep3,-1,17.83,90.55,1.83,
38,10,AY224,9A-rep1,-1,17.22,91.03,1.85,MultipleMeltPeaks
47,28,AY224,9A-rep2,-1,17.41,90.69,1.72,LowEfficiency
56,46,AY224,9A-rep3,-1,17.93,90.5,1.84,MultipleMeltPeaks
65,64,AY224,10A-rep1,-1,17.56,90.78,1.84,
39,10,AY224,10A-rep2,-1,17.27,90.63,1.84,MultipleMeltPeaks
48,28,AY224,10A-rep3,-1,17.84,90.53,1.87,
57,46,AY224,11A-rep1,-1,18.9,90.26,1.86,MultipleMeltPeaks
66,64,AY224,11A-rep2,-1,18.73,90.47,1.86,MultipleMeltPeaks
4,10,AY224,11A-rep3,-1,18.76,89.79,1.91,MultipleMeltPeaks
13,28,AY224,12A-rep1,-1,18.52,90.58,1.85,MultipleMeltPeaks
22,46,AY224,12A-rep2,-1,19.15,90.68,1.85,
31,64,AY224,12A-rep3,-1,18.96,90.25,1.84,
5,10,AY224,13A-rep1,-1,18.93,90.54,1.82,MultipleMeltPeaks
14,28,AY224,13A-rep2,-1,18.93,90.72,1.84,
23,46,AY224,13A-rep3,-1,19.19,90.39,1.84,
32,64,AY224,14A-rep1,-1,18.94,90.35,1.85,
6,10,AY224,14A-rep2,-1,19.43,90.57,1.85,
15,28,AY224,14A-rep3,-1,19.8,90.52,1.85,
