"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: MassList Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# mzCloud Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"Mass List Match: Antibiotics_ITN_MSCA_ANSWER_160616_wDTXSIDs"	"Mass List Match: ITNANTIBIOTIC_CYP_Metabolites"	"Mass List Match: KPS_Pharmaceuticals"	"Mass List Match: KPS_Psychoactive_substances_v2"	"MS2"	"Reference Ion"	"Group Area: B4_a"	"Group Area: B4_b"	"Group Area: B10_a"	"Group Area: B10_b"	"Group Area: B16_a"	"Group Area: B16_b"	"Group Area: B22_a"	"Group Area: B22_b"	"Group Area: B28_a"	"Group Area: B28_b"	"Group Area: B34_a"	"Group Area: B34_b"	"Group Area: B40_a"	"Group Area: B40_b"	"Group Area: B46_a"	"Group Area: B46_b"	"Group Area: B52_a"	"Group Area: B52_b"	"Group Area: B58_a"	"Group Area: B58_b"	"Group Area: B64_a"	"Group Area: B64_b"	"Group Area: B70_a"	"Group Area: B70_b"	"Group Area: B76_a"	"Group Area: B76_b"	"Group Area: B82_a"	"Group Area: B82_b"	"Group Area: B88_a"	"Group Area: B88_b"	"Group Area: B94_a"	"Group Area: B94_b"	"Group Area: B100_a"	"Group Area: B100_b"	"Group Area: B106_a"	"Group Area: B106_b"	"Group Area: B112_a"	"Group Area: B112_b"	"Group Area: B118_a"	"Group Area: B118_b"	"Group Area: B124_a"	"Group Area: B124_b"	"Group Area: B130_a"	"Group Area: B130_b"	"Group Area: B136_a"	"Group Area: B136_b"	"Group Area: B142_a"	"Group Area: B142_b"	"Group Area: C1_a"	"Group Area: C1_b"	"Group Area: C2_a"	"Group Area: C2_b"	"Group Area: C3_a"	"Group Area: C3_b"	"Peak Rating: B0_blank_a.raw (F1)"	"Peak Rating: B0_blank_b.raw (F2)"	"Peak Rating: B0_blank_c.raw (F3)"	"Peak Rating: B0_blank_d.raw (F4)"	"Peak Rating: B0_blank_e.raw (F5)"	"Peak Rating: B0_blank_f.raw (F6)"	"Peak Rating: B0_blank_g.raw (F7)"	"Peak Rating: B0_blank_h.raw (F8)"	"Peak Rating: B0_blank_i.raw (F9)"	"Peak Rating: B0_blank_j.raw (F10)"	"Peak Rating: B4_a.raw (F11)"	"Peak Rating: B4_b.raw (F12)"	"Peak Rating: B10_a.raw (F13)"	"Peak Rating: B10_b.raw (F14)"	"Peak Rating: B16_a.raw (F15)"	"Peak Rating: B16_b.raw (F16)"	"Peak Rating: B22_a.raw (F17)"	"Peak Rating: B22_b.raw (F18)"	"Peak Rating: B28_a.raw (F19)"	"Peak Rating: B28_b.raw (F20)"	"Peak Rating: B34_a.raw (F21)"	"Peak Rating: B34_b.raw (F22)"	"Peak Rating: B40_a.raw (F23)"	"Peak Rating: B40_b.raw (F24)"	"Peak Rating: B46_a.raw (F25)"	"Peak Rating: B46_b.raw (F26)"	"Peak Rating: B52_a.raw (F27)"	"Peak Rating: B52_b.raw (F28)"	"Peak Rating: B58_a.raw (F29)"	"Peak Rating: B58_b.raw (F30)"	"Peak Rating: B64_a.raw (F31)"	"Peak Rating: B64_b.raw (F32)"	"Peak Rating: B70_a.raw (F33)"	"Peak Rating: B70_b.raw (F34)"	"Peak Rating: B76_a.raw (F35)"	"Peak Rating: B76_b.raw (F36)"	"Peak Rating: B82_a.raw (F37)"	"Peak Rating: B82_b.raw (F38)"	"Peak Rating: B88_a.raw (F39)"	"Peak Rating: B88_b.raw (F40)"	"Peak Rating: B94_a.raw (F41)"	"Peak Rating: B94_b.raw (F42)"	"Peak Rating: B100_a.raw (F43)"	"Peak Rating: B100_b.raw (F44)"	"Peak Rating: B106_a.raw (F45)"	"Peak Rating: B106_b.raw (F46)"	"Peak Rating: B112_a.raw (F47)"	"Peak Rating: B112_b.raw (F48)"	"Peak Rating: B118_a.raw (F49)"	"Peak Rating: B118_b.raw (F50)"	"Peak Rating: B124_a.raw (F51)"	"Peak Rating: B124_b.raw (F52)"	"Peak Rating: B130_a.raw (F53)"	"Peak Rating: B130_b.raw (F54)"	"Peak Rating: B136_a.raw (F55)"	"Peak Rating: B136_b.raw (F56)"	"Peak Rating: B142_a.raw (F57)"	"Peak Rating: B142_b.raw (F58)"	"Peak Rating: C1_a.raw (F59)"	"Peak Rating: C1_b.raw (F60)"	"Peak Rating: C2_a.raw (F61)"	"Peak Rating: C2_b.raw (F62)"	"Peak Rating: C3_a.raw (F63)"	"Peak Rating: C3_b.raw (F64)"	"Peak Rating: QC_a.raw (F65)"	"Peak Rating: QC_b.raw (F66)"	"Peak Rating: QC_c.raw (F67)"	"Peak Rating: QC_d.raw (F68)"	"Peak Rating: QC_e.raw (F69)"	"Peak Rating: QC_f.raw (F70)"	"Peak Rating: QC_g.raw (F71)"	"Peak Rating: QC_h.raw (F72)"	"Peak Rating: QC_i.raw (F73)"	"Peak Rating: QC_j.raw (F74)"	"Peak Rating: QC_k.raw (F75)"	"Peak Rating: QC_l.raw (F76)"	"Peak Rating: QC_m.raw (F77)"	"Peak Rating: QC_n.raw (F78)"	"Peak Rating: QC_o.raw (F79)"	"Peak Rating: QC_p.raw (F80)"	"Peak Rating: QC_q.raw (F81)"
"42073"	""	"False"	"6-ethyl-5-[9-(3-methoxypropyl)-9h-carbazol-2-yl]pyrimidine-2,4-diamine"	"C22 H25 N5 O"	"Full match"	"No results"	"Full match"	"-3.71"	"375.20452"	"376.21175"	"18.762"	"1962627.40821217"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1962627.40821217"	"1783673.24066888"	""	"1282887.87451539"	"1031531.79826203"	"996061.281443824"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.7"	"5.1"	""	"7.5"	"5.9"	"7.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40995"	""	"False"	"2-({5,6-diphenylfuro[2,3-d]pyrimidin-4-yl}(methyl)amino)ethan-1-ol"	"C21 H19 N3 O2"	"Full match"	"Invalid mass"	"Full match"	"0.02"	"345.14773"	"346.15501"	"14.452"	"1359186.18445804"	"3"	"74.6"	"54.3"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1227908.81320491"	"1083196.44771303"	"1359186.18445804"	"1188143.95289374"	"1039761.05874296"	"1079206.4530014"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.6"	"8.6"	"8.6"	"5.9"	"8.6"	"8.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"40051"	""	"False"	"(2r)-2-Phenyl-N-Pyridin-4-Ylbutanamide"	"C15 H16 N2 O"	"Not the top hit"	"Not the top hit"	"Full match"	"0.21"	"240.12631"	"241.13359"	"12.999"	"1872177.54642953"	"3"	"73.9"	"70.8"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1286963.2091628"	"1117111.14115072"	"1594716.60508442"	"1229513.33437026"	"1872177.54642953"	"1504000.37809403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.6"	"8.6"	"8.4"	"8.6"	"8.9"	"7.8"	""	""	""	"6.8"	"7.4"	"7.4"	""	""	""	""	"7.4"	""	""	""	""	""	""
"39667"	""	"False"	"Tridecanoic acid"	"C13 H26 O2"	"No results"	"No results"	"Full match"	"3.74"	"214.19408"	"467.35188"	"19.350"	"1046036.93382991"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[2M+K]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"999769.067819603"	"862755.408606293"	"1046036.93382991"	""	"930580.154534543"	"844507.124863915"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.0"	"6.4"	"5.3"	""	"9.1"	"5.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38991"	""	"False"	"Flumioxazin"	"C19 H15 F N2 O4"	"No match"	"Full match"	"No results"	"1.41"	"354.10208"	"355.10936"	"17.821"	"1945806.35458667"	"3"	"85.5"	"69.4"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1945806.35458667"	"805565.807081938"	"1347757.05460385"	"603743.696056324"	"933410.563622912"	"474339.543261725"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.4"	"5.3"	"9.1"	"7.5"	"8.0"	"7.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"38965"	""	"False"	"Menadione"	"C11 H8 O2"	"Full match"	"Full match"	"Full match"	"0.32"	"172.05248"	"173.05976"	"14.469"	"1614626.02801218"	"1"	"81.7"	"64.1"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"327388.111962733"	"374498.451739635"	"1614626.02801218"	"1349631.02463501"	"1343543.4806801"	"1331094.61103341"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.7"	"6.1"	"8.9"	"7.0"	"5.3"	"7.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"37802"	""	"False"	"Ibuproxam"	"C13 H19 N O2"	"Not the top hit"	"No results"	"Full match"	"0.33"	"221.14165"	"222.14893"	"17.104"	"1977266.71230815"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1936718.59788958"	"1584277.62902349"	"1831793.39214869"	"1527569.83623909"	"1977266.71230815"	"1177422.87209211"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.1"	"8.9"	"7.8"	"5.7"	"6.2"	"7.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"36398"	""	"False"	"Hydrolyzed Cephalothin"	"C14 H16 N2 O5 S2"	"No match"	"Invalid mass"	"Full match"	"1.09"	"356.05045"	"357.05766"	"9.757"	"2996759.36843209"	"7"	"90.5"	"9.5"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2996759.36843209"	"2254209.15619353"	"2463983.25798762"	""	"2794669.36544654"	"2331117.46519424"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.2"	"7.3"	"7.3"	""	"5.7"	"5.1"	"8.9"	"7.5"	"9.1"	"8.6"	"8.6"	"8.6"	"8.6"	"8.6"	"8.6"	"8.0"	"7.0"	"8.6"	"5.9"	"7.0"	""	"8.6"	"8.6"
"35500"	""	"False"	"ethyl 3-oxo-5,6-diphenyl-2,3-dihydropyridazine-4-carboxylate"	"C19 H16 N2 O3"	"Not the top hit"	"Full match"	"No results"	"0.08"	"320.11612"	"343.10530"	"13.860"	"1852199.82544189"	"8"	"90.0"	"9.5"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+Na]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1690470.30283674"	"1852199.82544189"	"1426374.00363154"	"1426548.02300823"	"1265091.00347808"	"991826.140190355"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.5"	"9.5"	"6.4"	"6.4"	"8.6"	"5.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34861"	""	"False"	"Ls-101430"	"C24 H32 O2"	"Not the top hit"	"Invalid mass"	"Full match"	"0.05"	"352.24025"	"353.24752"	"16.929"	"2231883.08796657"	"2"	"77.5"	"8.9"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1799339.67826328"	"2231883.08796657"	"1956046.91195945"	"1401498.60120618"	"1412387.41709031"	"1688300.64277359"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.3"	"6.7"	"8.9"	"8.6"	"8.0"	"5.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"34460"	""	"False"	"4-{[(7-Isopropyl-1,4a-dimethyl-1,2,3,4,4a,9,10,10a-octahydrophenanthren-1-yl)methyl]amino}-4-oxobut-2-enoic acid"	"C24 H33 N O3"	"No match"	"Full match"	"No results"	"-0.08"	"383.24601"	"384.25329"	"18.229"	"2081888.351646"	"2"	"68.4"	"47.8"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"95064.3583887881"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1965765.76560498"	"1817715.92920412"	"2081888.351646"	"1840070.47422816"	"1822111.52594622"	"1329423.54437922"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.7"	"6.7"	"8.9"	"5.7"	"7.3"	"5.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"83627"	""	"False"	"alpha-Hydroxybenzeneacetonitrile"	"C8 H7 N O"	"Full match"	"Partial match"	"Full match"	"0.58"	"133.05284"	"134.06012"	"3.901"	"1391598.2408232"	"4"	"98.3"	"9.9"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1067820.44502928"	"918045.87759231"	"1221563.32172978"	"413450.251196809"	"1391598.2408232"	"872155.930272539"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.5"	"5.9"	"8.0"	"7.7"	"8.0"	"7.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"90399"	""	"False"	"Alcaftadine"	"C19 H21 N3 O"	"Not the top hit"	"Not the top hit"	"Full match"	"0.44"	"307.16860"	"308.17587"	"8.102"	"770166.001557408"	"4"	"87.7"	"9.4"	"No matches found"	"No matches found"	"Multiple matches found"	"Single match found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"150508.685063798"	"158969.31243173"	"295772.595884912"	"288955.539290947"	"770166.001557408"	"598136.419790382"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.9"	"7.9"	"7.7"	"5.5"	"8.6"	"5.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"85690"	""	"False"	"Mycolutein_BTM05534"	"C21 H21 N O6"	"Not the top hit"	"Invalid mass"	"Full match"	"-0.22"	"383.13680"	"384.14408"	"9.365"	"1194852.13368407"	"7"	"73.4"	"70.4"	"No matches found"	"Single match found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1194852.13368407"	"826123.641228554"	"1123328.96157042"	"827897.372075507"	"808308.041338268"	"680433.175234277"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.9"	"5.3"	"5.9"	"7.0"	"6.4"	"6.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"158051"	""	"False"	"(1-Hydroxynonane-1,1-Diyl)bis(phosphonic Acid)"	"C9 H22 O7 P2"	"No match"	"Invalid mass"	"Full match"	"1.60"	"304.08456"	"305.09184"	"10.191"	"279213.183978421"	"8"	"87.8"	"9.4"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"279213.183978421"	"180948.131904192"	"168500.974462024"	"166876.789923186"	"135559.833329662"	"121368.921428345"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.2"	"5.8"	"9.0"	"7.9"	"8.5"	"5.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"156543"	""	"False"	"2,2-dimethylpropyl 2-[({[5-(2-amino-6-methoxy-9h-purin-9-yl)-3,4-dihydroxy-4-methyloxolan-2-yl]methoxy}(naphthalen-1-yloxy)phosphoryl)amino]propanoate"	"C30 H39 N6 O9 P"	"No match"	"No results"	"Full match"	"-2.62"	"658.24989"	"659.25717"	"10.214"	"231157.344928448"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"219483.831429563"	"231157.344928448"	""	"190214.483085631"	"192224.325555754"	"109704.430450173"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.9"	"7.9"	""	"8.5"	"7.9"	"7.6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"156103"	""	"False"	"(2-{[(1S,4S)-4-{3,5-Dimethyl-1-[4-(2-methyl-2-propanyl)phenyl]-1H-pyrazol-4-yl}-2-cyclopenten-1-yl]amino}-2-oxoethoxy)acetic acid"	"C24 H31 N3 O4"	"No match"	"Full match"	"No results"	"0.10"	"425.23150"	"426.23877"	"5.688"	"504714.994037277"	"1"	"71.4"	"50.0"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"386173.527844088"	"378209.351311705"	"450495.723679486"	"449899.198612137"	"488160.705386199"	"504714.994037277"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.5"	"6.6"	"8.3"	"8.3"	"7.2"	"8.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153424"	""	"False"	"2'-Hydroxy[1,1'-biphenyl]-2-sulfinic acid"	"C12 H10 O3 S"	"Not the top hit"	"No results"	"Full match"	"0.10"	"234.03509"	"235.04237"	"10.811"	"299387.528054383"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"298010.806854303"	"299387.528054383"	"251888.847822945"	"223259.758201937"	"247028.473596862"	"170117.394491876"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.7"	"8.3"	"7.9"	"7.9"	"7.9"	"7.9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"153295"	""	"False"	"n-4'-methoxybenzenesulfonyl-d-alanine"	"C10 H13 N O5 S"	"Not the top hit"	"No match"	"Full match"	"2.67"	"259.05213"	"260.05941"	"11.668"	"376270.632528227"	"1"	"78.3"	"59.5"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"318389.704722514"	"313344.505977019"	"332108.958232304"	"228592.155867462"	"376270.632528227"	"221258.963760552"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.3"	"7.2"	"8.3"	"6.8"	"7.2"	"6.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"150613"	""	"False"	"Cra_1144"	"C14 H12 N4 O"	"No match"	"Not the top hit"	"Full match"	"-4.84"	"252.09989"	"253.10714"	"12.433"	"334972.9240643"	"7"	"93.0"	"9.6"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"315367.498938025"	"297706.589988089"	"307457.580208789"	"215072.6921052"	"334972.9240643"	"164519.55782319"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.1"	"6.1"	"7.2"	"7.4"	"7.7"	"7.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"147157"	""	"False"	"2-[2-(4-hydroxy-3,5-dimethylphenyl)diazen-1-yl]benzoic acid"	"C15 H14 N2 O3"	"Invalid mass"	"Invalid mass"	"Full match"	"0.33"	"270.10053"	"271.10781"	"13.184"	"391878.911794374"	"2"	"77.4"	"58.2"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"391878.911794374"	"168805.864360139"	"224820.187472309"	"209466.608715419"	"111418.197246887"	"170105.490996333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.0"	"7.4"	"6.3"	"7.4"	"8.2"	"7.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
